#timestamp tx ty tz qx qy qz qw
1737454513.450572000 0.407855074 0.012320014 0.093006882 0.227146051 0.832771684 -0.504531097 0.018557087
1737454513.584038666 0.434947351 0.037059138 0.095495407 0.229499559 0.808270624 -0.542149420 0.010127060
1737454513.717505333 0.456488258 0.060623551 0.092452761 0.231070714 0.776674725 -0.585965548 -0.005203139
1737454513.817605333 0.470595219 0.073142140 0.087392082 0.229588330 0.750288141 -0.619635237 -0.020225673
1737454514.17805333 0.501479756 0.105211274 0.076672685 0.219779631 0.704079357 -0.673134475 -0.053471027
1737454514.218005333 0.527427994 0.135881825 0.070685530 -0.200867522 -0.657505947 0.720972957 0.086811080
1737454514.351472000 0.542206000 0.148630859 0.073013705 -0.187493364 -0.624294816 0.750663916 0.107730710
1737454514.451572000 0.553966173 0.157270506 0.074231521 -0.174492979 -0.600142464 0.770780634 0.123605975
1737454514.585038666 0.570352547 0.173581189 0.076404332 -0.154826866 -0.571875900 0.793437055 0.139442589
1737454514.651772000 0.575114843 0.178127845 0.081430149 -0.143697636 -0.557440831 0.804607245 0.145663619
1737454514.785238666 0.579605285 0.184587695 0.089282261 -0.121034978 -0.525577926 0.827172415 0.157810563
1737454514.885338666 0.579180090 0.184032071 0.095703753 -0.111025440 -0.502961491 0.841093828 0.165118934
1737454514.918705333 0.579674110 0.183064169 0.099696173 -0.109311798 -0.495415087 0.845309163 0.167532806
1737454514.985438666 0.577890922 0.180673171 0.103976944 -0.106998524 -0.480882298 0.853078616 0.171931401
1737454515.85538666 0.574419384 0.179228831 0.104860840 -0.106373303 -0.461671924 0.862393336 0.178385787
1737454515.152272000 0.570553709 0.176652543 0.104696728 -0.108567177 -0.452229294 0.866588699 0.180902907
1737454515.285738666 0.566030987 0.176028366 0.103209036 -0.115451771 -0.442382848 0.870198860 0.183636182
1737454515.352472000 0.563345147 0.175948379 0.104839279 -0.119189083 -0.441224571 0.870224322 0.183914299
1737454515.652772000 0.560820604 0.177050156 0.101006877 -0.122176945 -0.449089563 0.865876121 0.183439094
1737454515.686138666 0.559994079 0.174439564 0.103129488 -0.122316286 -0.452109042 0.864360718 0.183075640
1737454515.752872000 0.558977278 0.158081503 0.106199958 -0.123538861 -0.461002099 0.859792201 0.181583549
1737454515.786238666 0.558241975 0.150584649 0.109267144 -0.124488723 -0.468779083 0.855668561 0.180499425
1737454515.886338666 0.557703079 0.143853401 0.108165196 -0.133290993 -0.499883798 0.838014960 0.173437673
1737454515.953072000 0.554572176 0.137241676 0.106564985 -0.144318189 -0.532816763 0.816973099 0.166833787
1737454516.86538666 0.545574654 0.122572075 0.104152107 -0.173530449 -0.615931539 0.754084409 0.147892620
1737454516.153272000 0.539172954 0.112506202 0.107122054 -0.189785824 -0.659942919 0.714048310 0.136351365
1737454516.286738666 0.522604986 0.090077936 0.117522393 0.220026637 0.742020765 -0.623346745 -0.111500219
1737454516.386838666 0.508904578 0.066408749 0.129448853 0.238023248 0.791263609 -0.555416416 -0.093591876
1737454516.453572000 0.493629307 0.049466138 0.141542682 0.247204336 0.816525863 -0.515302555 -0.081478877
1737454516.553672000 0.482589724 0.039273909 0.124586681 0.259363567 0.845051781 -0.463422199 -0.062111936
1737454516.687138666 0.466135031 0.011379119 0.145097059 0.274303771 0.875023541 -0.397493897 -0.033012814
1737454516.920705333 0.434665193 -0.040231116 0.163928182 0.297628931 0.901415232 -0.314355032 0.006965088
1737454517.454572000 0.424269870 -0.066434303 0.164696548 0.317078413 0.897871102 -0.304942786 -0.017281798
1737454519.256372000 0.470348508 0.025981646 0.189076409 0.274336491 0.895051063 -0.346199741 0.061390743
1737454519.556672000 0.471285776 0.063684145 0.211514203 0.257563694 0.875114369 -0.389594958 0.126694724
1737454519.690138666 0.468670132 0.076586673 0.213629105 0.261036271 0.852589050 -0.431577738 0.136721002
1737454520.23805333 0.457902006 0.103099914 0.224710293 0.269980188 0.826446576 -0.470368096 0.151164182
1737454520.257372000 0.447303944 0.113198310 0.224642284 0.276385962 0.809094614 -0.495862846 0.151976132
1737454520.324105333 0.444956300 0.112694052 0.221543819 0.280835561 0.805559370 -0.500340329 0.147868335
1737454520.524305333 0.439583046 0.108287428 0.204519388 0.291496386 0.815369023 -0.486060883 0.118101782
1737454520.591038666 0.439991142 0.103256221 0.195655313 0.294404734 0.827303512 -0.467137397 0.103331522
1737454520.724505333 0.438269343 0.089677666 0.180367271 0.299104422 0.851095077 -0.425268501 0.072941190
1737454520.924705333 0.438494129 0.073704771 0.154684586 0.305525253 0.875455617 -0.373440021 0.027826849
1737454521.325105333 0.433051948 0.072445291 0.124981376 0.289322795 0.905359959 -0.310802291 -0.004195295
1737454522.292738666 0.422969129 0.071484766 0.118747611 0.256584011 0.921992782 -0.289156310 0.021967770
1737454522.893338666 0.408927833 0.112236003 0.139928506 0.202994432 0.939076202 -0.272504502 0.051676337
1737454523.961072000 0.357981190 0.143117357 0.184074574 0.229365031 0.925048880 -0.301575093 -0.026994733
1737454524.194638633 0.323629149 0.168834753 0.206418211 0.233831340 0.911469151 -0.330777249 -0.071647066
1737454524.628404866 0.305973222 0.193770327 0.254613378 0.233825439 0.890490523 -0.371614843 -0.119393052
1737454526.230005333 0.226791987 0.175270245 0.270859541 0.235710279 0.890209652 -0.380617546 -0.084247984
1737454529.166272000 0.255631657 0.004173445 0.138630096 0.225733995 0.899088792 -0.374615128 -0.018628333
1737454529.900338666 0.238842524 -0.121164276 0.119398086 0.283537719 0.915737133 -0.284349351 -0.013315864
1737454531.935705333 0.246584307 -0.140402445 0.089538213 0.349416932 0.904211293 -0.242096335 0.041220264
1737454533.70172000 0.256431907 -0.072708789 -0.025390075 0.318189511 0.920621051 -0.226141914 -0.008494119
1737454533.570672000 0.279372841 -0.034008879 -0.072842405 0.302295594 0.928965165 -0.211450463 -0.030492606
1737454534.271372000 0.316646007 0.024179405 -0.071683777 0.301292218 0.928439421 -0.217294623 -0.002507740
1737454535.239005333 0.321797245 0.085432939 -0.021209998 0.318587496 0.919287553 -0.230135693 -0.021212369
1737454536.640405333 0.242590670 0.106579988 0.070961587 0.314148696 0.911317951 -0.265378172 -0.019611630
1737454537.40805333 0.177146772 0.112498178 0.113377964 0.273676149 0.901716078 -0.333733965 -0.025122100
1737454537.207638666 0.167471268 0.108358706 0.127489237 0.259202671 0.890493578 -0.372700530 -0.030487339
1737454537.507938666 0.140125411 0.096124083 0.149759355 0.251317288 0.869326383 -0.423604958 -0.040866872
1737454540.377472000 0.134439459 0.065914512 0.173191170 0.313654064 0.850484240 -0.414071551 -0.082719025
1737454540.744505333 0.108195916 0.103786543 0.137518596 0.322090898 0.845633194 -0.403765980 -0.134666210
1737454541.545305333 0.175445175 0.109909664 0.034694912 0.347001095 0.863976506 -0.357031853 -0.075253530
1737454542.79172000 0.240879797 0.075453149 0.023831765 0.355517275 0.863089684 -0.358537023 -0.011613218
1737454543.513938666 0.230121830 0.153296536 0.028682283 0.374909631 0.844861350 -0.346482995 -0.160005006
1737454543.947705333 0.228307317 0.148032149 0.081522109 0.342895858 0.817442490 -0.434833394 -0.158524844
1737454544.181272000 0.257325161 0.142368188 0.098261833 0.320389237 0.815404380 -0.464999917 -0.127442188
1737454544.581672000 0.319839883 0.134632352 0.099216149 0.280643825 0.827825509 -0.482346718 -0.057320273
1737454545.349105333 0.343149955 0.146583257 0.025045035 0.241589154 0.853760981 -0.461221441 -0.001284717
1737454546.550305333 0.315259211 0.140029048 -0.079986847 0.342908239 0.852236297 -0.385659926 -0.085869990
1737454548.785872000 0.385678867 0.105034405 0.148225156 0.293223470 0.799857583 -0.520621111 -0.056581824
1737454549.386471800 0.395268537 0.120369902 0.241613520 0.265048159 0.777254689 -0.569133310 -0.041375082
1737454550.721137666 0.273536224 0.155708414 0.398820806 0.218584888 0.771760383 -0.597038932 0.012291089
1737454553.323738666 0.227145670 0.179111390 0.535302529 0.247089411 0.837500267 -0.477723463 0.096542312
1737454554.291372000 0.217714572 0.159505053 0.566015228 0.336835062 0.832294340 -0.437231413 0.051545752
1737454554.858605333 -0.005979733 0.135031758 0.595024341 0.365972651 0.792088650 -0.487908806 0.024588354
1737454555.325738666 -0.176365802 0.123673074 0.611384617 0.375341659 0.757216711 -0.534014043 0.023885033
1737454555.492572000 -0.228218584 0.134041045 0.611064422 0.372147490 0.749397269 -0.546943685 0.027614938
1737454556.193272000 -0.408766813 0.152105732 0.578180837 0.381886883 0.738804443 -0.553545002 0.043798799
1737454556.893972000 -0.546447427 0.170266304 0.511476959 0.403831701 0.730581509 -0.547421442 0.059164014
1737454557.394472000 -0.646993470 0.190945869 0.469520756 0.437765203 0.730058407 -0.520493094 0.066807853
1737454557.794872000 -0.736074655 0.219694604 0.439209059 0.468910585 0.714129466 -0.516882034 0.054542936
1737454558.262005333 -0.839989899 0.273225033 0.401566837 0.493502863 0.698090429 -0.518178882 0.024805700
1737454558.729138666 -0.945964603 0.333497112 0.365242124 0.510219212 0.686836335 -0.517614008 -0.002818527
1737454559.229638666 -1.063844876 0.398486017 0.325173624 0.532330646 0.673399274 -0.512384185 -0.024898754
1737454559.763505333 -1.155840004 0.483435155 0.295533131 0.556406649 0.682842298 -0.472620813 -0.027705652
1737454560.197272000 -1.210707918 0.557717977 0.284952848 0.588428083 0.669899632 -0.450758607 -0.042468245
1737454560.731138666 -1.263215439 0.682341544 0.268447286 0.635054882 0.640225232 -0.424661727 -0.080494506
1737454560.998072000 -1.317124081 0.770827477 0.255977042 0.656585064 0.619063794 -0.416316333 -0.111071071
1737454561.231638633 -1.376383250 0.871796913 0.240654914 0.669060996 0.606986892 -0.406152455 -0.137711587
1737454561.565304966 -1.471387777 0.979447658 0.229934792 0.689585781 0.590004816 -0.387617665 -0.161611611
1737454562.65804466 -1.622595575 1.111117948 0.220795373 0.705430839 0.563905240 -0.388036699 -0.183863353
1737454562.666404800 -1.784887700 1.246579225 0.209885974 0.708340956 0.528929849 -0.420084905 -0.204975554
1737454563.166905300 -1.913022220 1.357974512 0.194098125 0.712230171 0.503831674 -0.441972529 -0.208667467
1737454563.634038233 -2.029264854 1.455381020 0.174663944 0.721772140 0.485926209 -0.449068564 -0.203120953
1737454564.67804466 -2.140101839 1.540565884 0.142820078 0.732991008 0.459623340 -0.454534340 -0.211823277
1737454564.534938000 -2.237449630 1.619827909 0.114266271 0.759107089 0.445147567 -0.434939314 -0.190860850
1737454565.35438500 -2.335534061 1.700134060 0.099738700 0.781759341 0.407540509 -0.435855021 -0.181089667
1737454565.435838666 -2.408007593 1.759994718 0.078626026 0.795646039 0.371670482 -0.438015905 -0.192225131
1737454565.502572000 -2.416145935 1.770030883 0.073731508 0.797984012 0.367822288 -0.436465771 -0.193457781
1737454565.569305333 -2.424728138 1.780289184 0.068207116 0.800686576 0.364942954 -0.433815673 -0.193704954
1737454565.702772000 -2.441962943 1.800672260 0.057647941 0.806703770 0.362265079 -0.426021175 -0.191047111
1737454566.103172000 -2.488103598 1.856463901 0.023893480 0.822668793 0.356689400 -0.402352188 -0.184665768
1737454566.603671600 -2.529537687 1.927139620 -0.023444358 0.832734603 0.346939224 -0.388713785 -0.187317510
1737454566.803871400 -2.542936767 1.960034648 -0.042604325 0.835986526 0.342749692 -0.386505492 -0.185101812
1737454566.870604666 -2.547324732 1.973555167 -0.048254942 0.837636552 0.340698019 -0.385560556 -0.183392813
1737454567.4071200 -2.558811383 2.002709452 -0.060720869 0.841168387 0.336745403 -0.383193662 -0.179446079
1737454567.170904366 -2.580031684 2.050346974 -0.081266361 0.846551457 0.332802886 -0.377625484 -0.173181589
1737454567.237637700 -2.590000484 2.073802056 -0.089982557 0.848985443 0.331135610 -0.374634035 -0.170945213
1737454567.404471200 -2.624753271 2.141523319 -0.117212675 0.854925147 0.326712450 -0.366154003 -0.168205866
1737454567.604671400 -2.669836206 2.226024115 -0.148009107 0.862553735 0.324309232 -0.351782756 -0.164540175
1737454567.738138200 -2.697937009 2.280749901 -0.166714649 0.866462813 0.324103267 -0.342959565 -0.163027615
1737454567.904971700 -2.731272028 2.351723721 -0.187126541 0.868996385 0.324616125 -0.336047893 -0.162915526
1737454568.71805200 -2.761348785 2.420868125 -0.206063975 0.869335197 0.321867871 -0.335770856 -0.167078788
1737454568.238638666 -2.789351041 2.487115066 -0.224493553 0.870321428 0.317435390 -0.336919986 -0.168108024
1737454568.472205333 -2.826173952 2.576540374 -0.251687813 0.870167428 0.308519357 -0.341650243 -0.175782719
1737454568.805872000 -2.866394212 2.695738234 -0.287474386 0.874654470 0.307249107 -0.335614476 -0.167154023
1737454569.206272000 -2.921977750 2.830878679 -0.327051630 0.879516666 0.298309151 -0.332176240 -0.164684642
1737454569.539938666 -2.981560761 2.930779379 -0.356037947 0.881870992 0.285387607 -0.334260638 -0.170667199
1737454569.906972000 -3.059791825 3.019185826 -0.391463835 0.884181095 0.279465164 -0.326993929 -0.182203137
1737454570.173905333 -3.115447047 3.084846120 -0.425268845 0.884465265 0.287668515 -0.316430997 -0.186653271
1737454570.607672000 -3.187499327 3.194142032 -0.473883860 0.878244037 0.303372642 -0.310838402 -0.200079834
1737454571.8072000 -3.248381699 3.295085574 -0.516594797 0.876083644 0.313129152 -0.309345248 -0.196807265
1737454571.441838666 -3.306774538 3.395833496 -0.558837602 0.884864789 0.314073273 -0.296754257 -0.174095364
1737454571.842238666 -3.363330581 3.481629677 -0.590472504 0.904083553 0.285792788 -0.265468861 -0.174590077
1737454572.342738666 -3.422373377 3.597504579 -0.639829657 0.929204017 0.232228938 -0.206700840 -0.199810855
1737454572.709772000 -3.461721395 3.690959458 -0.674601488 0.945273005 0.187947179 -0.157113262 -0.215523148
1737454573.43438666 -3.506555875 3.772505035 -0.711232761 0.952712527 0.147791328 -0.129278817 -0.231912809
1737454573.377105333 -3.550635412 3.851643799 -0.762467600 0.963758160 0.122106242 -0.099537811 -0.215296306
1737454573.610672000 -3.572891306 3.905439437 -0.801167031 0.971169124 0.109935997 -0.074084989 -0.198131330
1737454573.977705333 -3.578315848 3.997420547 -0.865025051 0.976729131 0.108719144 -0.041045631 -0.180265386
1737454574.244638633 -3.554645694 4.049013667 -0.907066668 0.979096698 0.111796220 -0.010833421 -0.169569744
1737454574.544938333 -3.512629155 4.115657682 -0.948405604 0.984086163 0.101259398 0.041602499 -0.139964962
1737454574.778504766 -3.473847591 4.160965916 -0.976385820 0.985593611 0.074745740 0.085035762 -0.125647232
1737454575.78804466 -3.427314274 4.210323067 -1.009550776 0.983806679 0.012307609 0.145911147 -0.103358008
1737454575.379104500 -3.383675990 4.246228213 -1.046779566 0.973100802 -0.061425942 0.201745716 -0.092738065
1737454575.979705100 -3.309555805 4.289128920 -1.113001531 0.933163937 -0.187903006 0.302717219 -0.047537483
1737454576.446838666 -3.269788863 4.366398138 -1.151594239 0.901837145 -0.269172305 0.337859102 -0.009341379
1737454576.780505333 -3.256626114 4.449953939 -1.174172172 0.879917156 -0.328462302 0.342815742 0.018321623
1737454576.980705333 -3.246462556 4.502963103 -1.197381162 0.866158044 -0.347678319 0.358782696 0.012845504
1737454577.314372000 -3.229550236 4.588216257 -1.244755315 0.843589895 -0.358807001 0.399513421 0.001628650
1737454577.748138666 -3.212485445 4.694902377 -1.307924279 0.818314002 -0.385659878 0.425769000 0.018692552
1737454578.282005333 -3.199892153 4.834149197 -1.367380724 0.783711428 -0.445009979 0.433013297 0.016186462
1737454578.815872000 -3.159854188 4.955505457 -1.406767902 0.755054555 -0.478370901 0.446937426 -0.036067128
1737454579.683405333 -3.079667922 5.099316273 -1.468960183 0.673043179 -0.552410415 0.480187763 -0.106185331
1737454580.751138666 -2.950803392 5.181923683 -1.527727012 -0.572035875 0.650301608 -0.483182971 0.128128815
1737454581.618671600 -2.865255438 5.176472757 -1.540935615 -0.488949504 0.691761535 -0.519459383 0.112054944
1737454582.686404800 -2.949074350 5.013487276 -1.567229766 -0.372156986 0.716643463 -0.578401297 0.115642832
1737454583.387105333 -3.085215103 4.890728524 -1.592595700 -0.290684655 0.748389401 -0.582518577 0.126837861
1737454583.820872000 -3.170949393 4.819242411 -1.610435218 -0.234002814 0.741763764 -0.613433805 0.136850898
1737454584.421472000 -3.299900668 4.750051821 -1.656762078 -0.163254690 0.754723094 -0.621251176 0.133371412
1737454584.955338666 -3.367642839 4.682901447 -1.758196062 -0.097232025 0.759960043 -0.633176515 0.109973487
1737454585.55438666 -3.383919077 4.668767939 -1.780569451 -0.087331470 0.761698012 -0.634161099 0.100145161
1737454585.255638666 -3.423906658 4.639328519 -1.829268875 -0.068105173 0.766109839 -0.634159594 0.079240208
1737454585.389105333 -3.442597125 4.624099182 -1.861321704 -0.054579633 0.766893183 -0.635805497 0.068170957
1737454585.555938666 -3.465397593 4.613738865 -1.900950622 -0.035890125 0.775272557 -0.628266639 0.054271456
1737454586.89805333 -3.575943253 4.621558644 -2.036866973 0.016770753 0.811671217 -0.583815417 -0.008254425
1737454586.156538666 -3.589847380 4.623643222 -2.053883373 0.024236214 0.815128789 -0.578483473 -0.018290310
1737454586.256638666 -3.607131047 4.625664951 -2.075208531 0.036060805 0.820030710 -0.570098012 -0.035178249
1737454586.290005333 -3.612029351 4.625950232 -2.081545626 0.040183061 0.821460036 -0.567362197 -0.041095838
1737454586.323372000 -3.617620616 4.625968867 -2.088524447 0.044288723 0.822824655 -0.564608300 -0.047069772
1737454586.356738666 -3.622772341 4.625959265 -2.095261012 0.048413445 0.824037986 -0.561952729 -0.053166408
1737454586.390105333 -3.627924819 4.625872082 -2.101825469 0.052491043 0.825082897 -0.559424525 -0.059389430
1737454586.456838666 -3.639676405 4.624699911 -2.115995216 0.060412351 0.826876142 -0.554458784 -0.072122472
1737454586.590305333 -3.664782088 4.619816865 -2.143003703 0.075509309 0.830554412 -0.542952734 -0.098387203
1737454586.757138666 -3.688894057 4.606115439 -2.170261238 0.094055846 0.834332451 -0.526776647 -0.132473480
1737454587.190905333 -3.694307518 4.534117546 -2.224541321 0.146196604 0.816135078 -0.516843830 -0.213125650
1737454587.991705333 -3.645723935 4.385599644 -2.297353365 0.230962551 0.747926197 -0.578162156 -0.230198232
1737454588.292005333 -3.617337907 4.274446007 -2.331466750 0.232178432 0.725479133 -0.618285948 -0.193638039
1737454588.659038666 -3.564738203 4.179336549 -2.356156224 0.241159516 0.751029835 -0.595159267 -0.153563413
1737454589.526572000 -3.541216958 4.100163021 -2.394265283 0.213505893 0.751944932 -0.598617969 -0.175073071
1737454590.327372000 -3.521877956 4.047068838 -2.414248672 0.195027791 0.771674178 -0.590919429 -0.131519400
1737454590.827872000 -3.491221266 3.973867467 -2.430183553 0.179968560 0.772559436 -0.598010960 -0.114656561
1737454591.128172000 -3.460774679 3.922131030 -2.440245137 0.178725304 0.778149536 -0.590180304 -0.119280237
1737454591.561938666 -3.434977905 3.845441031 -2.456843807 0.163684039 0.766200393 -0.603074366 -0.149819232
1737454592.195905333 -3.365867955 3.733961163 -2.483114885 0.153280567 0.756603564 -0.615767877 -0.157753088
1737454592.596305333 -3.355312730 3.680740862 -2.489360644 0.179439038 0.727195270 -0.641244041 -0.166717581
1737454593.163538666 -3.291613733 3.621559006 -2.550621692 0.238453953 0.730260953 -0.619909319 -0.159909628
1737454593.563938666 -3.229541908 3.563474074 -2.610929161 0.245132001 0.737513154 -0.604708135 -0.174105488
1737454593.830872000 -3.192447496 3.530974607 -2.640205580 0.219473757 0.765614445 -0.579227064 -0.173671526
1737454594.264638666 -3.159763025 3.471477247 -2.676064267 0.136903866 0.756331517 -0.616296093 -0.171461640
1737454594.564938666 -3.144241414 3.437340168 -2.693791094 0.090723879 0.748056490 -0.640074419 -0.149951337
1737454594.865238666 -3.130479009 3.426528608 -2.708550072 0.069814544 0.768609689 -0.623098373 -0.126938932
1737454595.832872000 -3.128425960 3.452663273 -2.743181559 0.081215181 0.783782549 -0.604072826 -0.119100930
1737454596.933972000 -3.097967197 3.415684780 -2.796322210 0.090029287 0.784258372 -0.609070627 -0.076593107
1737454597.200905333 -3.084449866 3.376376623 -2.798597453 0.062930366 0.785931344 -0.611419229 -0.067217686
1737454597.567938666 -3.035807724 3.315014059 -2.765853920 0.036936525 0.785021200 -0.615129353 -0.063192462
1737454597.868238666 -2.980859343 3.267690693 -2.735342112 0.034459688 0.751514936 -0.656138473 -0.059330728
1737454598.168538666 -2.919843201 3.233807520 -2.707628358 0.033329775 0.749144239 -0.660513887 -0.037328813
1737454598.468838666 -2.850592968 3.197747055 -2.684069747 0.025450902 0.755722429 -0.654350412 -0.007835851
1737454598.702405333 -2.806915805 3.170050069 -2.669277411 0.014840653 0.756795452 -0.653432737 0.008127583
1737454599.136172000 -2.757719399 3.126790434 -2.652254735 -0.014062024 0.761320152 -0.647975073 0.017949644
1737454599.469838666 -2.713713443 3.085738154 -2.641418870 -0.032421560 0.757367251 -0.651689009 0.025399310
1737454599.836872000 -2.684001044 3.045187592 -2.632972381 -0.054128241 0.738892964 -0.671064976 0.027912710
1737454600.337372000 -2.614252894 2.989039514 -2.569066448 -0.089065333 0.719102667 -0.687387247 0.049573102
1737454600.837872000 -2.566858211 2.954196595 -2.501413100 -0.112287593 0.708477168 -0.691652221 0.084076176
1737454601.538572000 -2.482777210 2.911949550 -2.434070497 -0.116614649 0.710567839 -0.681563605 0.130251378
1737454602.239272000 -2.436616336 2.874567201 -2.396502920 -0.143604075 0.699240710 -0.685589648 0.142853540
1737454602.439472000 -2.415170430 2.868505228 -2.385807944 -0.153933141 0.696315264 -0.686081551 0.144019949
1737454603.6705333 -2.351735380 2.851655688 -2.335822176 -0.183456425 0.713888896 -0.660246033 0.144158106
1737454603.140172000 -2.343119438 2.840702762 -2.326254446 -0.187256994 0.710272270 -0.662949747 0.144726475
1737454603.540571700 -2.324177663 2.780542823 -2.296059464 0.203082408 -0.673645583 0.694471946 -0.150558560
1737454604.341371100 -2.268428172 2.696616077 -2.205424657 0.237514334 -0.670136169 0.676789746 -0.190945272
1737454604.875238300 -2.211162727 2.663780136 -2.114822860 0.222930204 -0.611211633 0.722970688 -0.232456121
1737454605.242272000 -2.170501715 2.658727521 -2.059316835 0.206422314 -0.555410599 0.761821869 -0.261794451
1737454605.509205333 -2.148933351 2.662488420 -2.040406398 0.194547592 -0.482937006 0.803410245 -0.288885897
1737454605.876238666 -2.131509505 2.645807656 -2.030192418 0.186399512 -0.405950081 0.842593799 -0.300824607
1737454606.510205333 -2.086399868 2.578328532 -2.022087773 0.217972177 -0.514840270 0.781701622 -0.276351589
1737454606.743772000 -2.064040506 2.565851575 -2.030512873 0.245619841 -0.548678658 0.748084248 -0.281056190
1737454607.210905333 -1.999584552 2.560569973 -2.044849246 0.307541359 -0.553852014 0.710785513 -0.305696277
1737454607.644672000 -1.952433879 2.556809028 -2.067049506 0.345086706 -0.568604402 0.680293924 -0.307903194
1737454608.345372000 -1.863237707 2.629169188 -2.116039295 0.345186357 -0.606055510 0.619993803 -0.359375545
1737454608.545572000 -1.844548557 2.675926252 -2.126162460 -0.351489988 0.630225138 -0.578453637 0.380345177
1737454609.46072000 -1.806041008 2.730546819 -2.157159941 -0.386334508 0.620690339 -0.519808357 0.441914497
1737454609.646672000 -1.805331170 2.750544664 -2.203481283 -0.448848950 0.596150902 -0.467111438 0.474284331
1737454611.81438666 -1.765310377 2.756103448 -2.266242310 -0.523409287 0.546033989 -0.439633086 0.484367991
1737454612.649672000 -1.731683592 2.801608605 -2.324499213 -0.534592360 0.554664322 -0.409954120 0.488360644
1737454613.550572000 -1.699009423 2.844390799 -2.304904288 -0.531676367 0.514681145 -0.441621392 0.507340227
1737454614.84438666 -1.647352433 2.874762521 -2.284736847 -0.523531351 0.491967740 -0.467920075 0.514716885
1737454615.452472000 -1.518784619 2.904769510 -2.297877302 0.540015924 -0.504921856 0.479493594 -0.472781783
1737454616.253272000 -1.484577846 3.030833114 -2.279691908 -0.507969969 0.539473582 -0.467389170 0.482164005
1737454617.187538666 -1.412725395 3.116651761 -2.329721558 -0.541181186 0.548590148 -0.489133282 0.408558938
1737454618.188538666 -1.359193457 3.159712712 -2.336180929 -0.542796921 0.551755533 -0.471398961 0.422753302
1737454618.555572000 -1.314669976 3.202157108 -2.302704620 -0.555639433 0.562128343 -0.447499039 0.418355300
1737454618.955972000 -1.244209046 3.234228217 -2.263243779 0.575564927 -0.571358237 0.443175763 -0.381929343
1737454619.323005333 -1.163290071 3.265503515 -2.234568782 0.570356521 -0.551158149 0.476898671 -0.378795184
1737454619.690038666 -1.098430339 3.288441085 -2.225956594 0.559270566 -0.540454405 0.498956894 -0.382318568
1737454620.90438666 -1.028316423 3.332203640 -2.211398976 0.560880728 -0.553725972 0.485266828 -0.378571609
1737454620.324005333 -0.993565287 3.362108202 -2.195687791 0.572073826 -0.569389376 0.461790119 -0.367800437
1737454620.624305333 -0.959018053 3.399667402 -2.188296576 0.573611075 -0.569268355 0.447814379 -0.382578301
1737454620.857872000 -0.955071304 3.421262051 -2.192483727 0.578526463 -0.562730919 0.437593044 -0.396425747
1737454621.124805333 -0.960312466 3.441098886 -2.202425812 0.598344604 -0.551512098 0.415488966 -0.406432110
1737454621.358372000 -0.961666807 3.451180422 -2.213653667 0.617778480 -0.527895060 0.402789161 -0.421233246
1737454621.658672000 -0.950072855 3.460423990 -2.220002753 0.637408678 -0.488363664 0.400849548 -0.441056402
1737454621.992338666 -0.915471835 3.474768233 -2.226747686 0.646290016 -0.443029526 0.401360296 -0.474282581
